# 这是本地源列表，一行一个源，格式为：频道名称,接口地址
# 支持设置白名单：接口后添加$!
# The local source list, one line per source, format: channel name, interface address
# Support setting whitelist: add $! after the interface
🌊港澳,#genre#
NHK BS,http://fv2la.netboxtv.top/live/kwzq1rse/nb8x0j7z/index.m3u8
HTB NEWS,http://fv2la.netboxtv.top/live/kwzq1rse/76664fff/index.m3u8
フジテレビ富士,http://fv2la.netboxtv.top/live/kwzq1rse/01c9715d/index.m3u8
フジテレビ,http://fv2la.netboxtv.top/live/kwzq1rse/mxtxmr4q/index.m3u8
NHK G,http://fv2la.netboxtv.top/live/kwzq1rse/t67m59f1/index.m3u8
日本天気予報,http://fv2la.netboxtv.top/live/kwzq1rse/s0qxr5fs/index.m3u8
Tokyo MX2,http://fv2la.netboxtv.top/live/kwzq1rse/36bg5h45/index.m3u8
animetv,http://fv2la.netboxtv.top/live/kwzq1rse/jmk46wht/index.m3u8
AT-X,http://fv2la.netboxtv.top/live/kwzq1rse/wqhk9ph8/index.m3u8
QVC,http://fv2la.netboxtv.top/live/t6u5b1q4/5852aaf6/index.m3u8
gstv,http://fv2la.netboxtv.top/live/t6u5b1q4/7274ccf6/index.m3u8
CGNTV,http://fv2la.netboxtv.top/live/t6u5b1q4/62565676/index.m3u8
TOKYOMX,http://fv2la.netboxtv.top/live/kwzq1rse/kf80gbxc/index.m3u8
ABC,http://fv2la.netboxtv.top/live/kwzq1rse/3f9mkpzv/index.m3u8
ANNnewsCH,http://fv2la.netboxtv.top/live/kwzq1rse/0ad7c0fa/index.m3u8
Japan News 24,http://fv2la.netboxtv.top/live/t6u5b1q4/51671ceb/index.m3u8
テレビ大阪,http://fv2la.netboxtv.top/live/kwzq1rse/sfbr8tsc/index.m3u8

印度,#genre#
Zee新聞臺,http://fv2la.netboxtv.top/live/e95cebf9/ddf5360b18957a47/index.m3u8
Zee_Tamil,http://fv2la.netboxtv.top/live/t6u5b1q4/02byd003/index.m3u8
Zee_Tamil（备）,http://fv2la.netboxtv.top/live/e95cebf9/63250db0e7b2ee53/index.m3u8
Zee_TV,http://fv2la.netboxtv.top/live/e95cebf9/6b8ea5f9/index.m3u8
Color_HD,http://fv2la.netboxtv.top/live/t6u5b1q4/02byd012/index.m3u8
Starplus,http://fv2la.netboxtv.top/live/t6u5b1q4/02byd013/index.m3u8
Sun_TV,http://fv2la.netboxtv.top/live/t6u5b1q4/02byd001/index.m3u8
KTV_UK,http://fv2la.netboxtv.top/live/t6u5b1q4/02byd018/index.m3u8
And Pictures,http://fv2la.netboxtv.top/live/e95cebf9/bce601e8/index.m3u8
And TV,http://fv2la.netboxtv.top/live/e95cebf9/fdc321fe/index.m3u8
DD News,http://fv2la.netboxtv.top/live/e95cebf9/87361dc5/index.m3u8
Colors HD,http://fv2la.netboxtv.top/live/e95cebf9/1a07ccb4/index.m3u8
Colors UK,http://fv2la.netboxtv.top/live/e95cebf9/08be2479/index.m3u8
Gemini Comedy Telugu,http://fv2la.netboxtv.top/live/e95cebf9/31dd409e/index.m3u8
Gemini Telugu,http://fv2la.netboxtv.top/live/e95cebf9/6f24d013/index.m3u8
NDTV 24x7,http://fv2la.netboxtv.top/live/e95cebf9/58482a48b0fe75f8/index.m3u8
NDTV India,http://fv2la.netboxtv.top/live/e95cebf9/4d263dbc7e4f72ec/index.m3u8
India TV,http://fv2la.netboxtv.top/live/e95cebf9/1e7a1e40344e4357/index.m3u8
Sony ESPN,http://fv2la.netboxtv.top/live/e95cebf9/2f0cc4036e79cef1/index.m3u8
Sony Ten 1,http://fv2la.netboxtv.top/live/e95cebf9/d07cf2d79d37f275/index.m3u8
Sony Ten 2,http://fv2la.netboxtv.top/live/e95cebf9/bd74e55effa088e1/index.m3u8
Sony Ten 3,http://fv2la.netboxtv.top/live/e95cebf9/c15e5f305bdd2969/index.m3u8
Sony UK,http://fv2la.netboxtv.top/live/e95cebf9/8b12a0b873cac86a/index.m3u8
amc電影台,http://fv2la.netboxtv.top/live/e95cebf9/955be6b6fadee289/index.m3u8
Star Movies,http://fv2la.netboxtv.top/live/e95cebf9/a2a63c7d42a29840/index.m3u8
Star Plus UK,http://fv2la.netboxtv.top/live/e95cebf9/61598da8260efc9e/index.m3u8
WIllow Cricket,http://fv2la.netboxtv.top/live/e95cebf9/3fe8a0eb1d8ba2b6/index.m3u8
Zee Studio,http://fv2la.netboxtv.top/live/e95cebf9/ca6cbffa9966607b/index.m3u8

欧美,#genre#
CP24 audio,http://fv2la.netboxtv.top/live/t6u5b1q4/1cb2229c/index.m3u8
新時代多倫多,http://fv2la.netboxtv.top/live/t6u5b1q4/d0a1b9c3/index.m3u8
新時代 2 Fairchild 2,http://fv2la.netboxtv.top/live/t6u5b1q4/53e9c80f/index.m3u8
TVBUS 1,http://fv2la.netboxtv.top/live/t6u5b1q4/1d21a59c/index.m3u8
城市電視Talentvision,http://fv2la.netboxtv.top/live/cjz1uzv2/01464f8c35/index.m3u8
CBCNEWS,http://fv2la.netboxtv.top/live/t6u5b1q4/e5bf9321/index.m3u8
HBOCA,http://fv2la.netboxtv.top/live/t6u5b1q4/92d18db9/index.m3u8
Teletoon,http://fv2la.netboxtv.top/live/8c33fa9b/30ea523d/index.m3u8
Bein?Sports,http://fv2la.netboxtv.top/live/t6u5b1q4/2cad0172/index.m3u8
CBS?SPORTS,http://fv2la.netboxtv.top/live/t6u5b1q4/6cf6f03a/index.m3u8
TNT,http://fv2la.netboxtv.top/live/t6u5b1q4/1ce79cf4/index.m3u8
TSN1,http://fv2la.netboxtv.top/live/t6u5b1q4/0757cc4d/index.m3u8
TSN2,http://fv2la.netboxtv.top/live/t6u5b1q4/edf86d1a/index.m3u8
OMNI?1,http://fv2la.netboxtv.top/live/t6u5b1q4/39b01453/index.m3u8
OMNI?2,http://fv2la.netboxtv.top/live/t6u5b1q4/a69eef3c/index.m3u8
CHCH,http://fv2la.netboxtv.top/live/t6u5b1q4/5895b4d7/index.m3u8
CTV?2,http://fv2la.netboxtv.top/live/t6u5b1q4/bc30fbc2/index.m3u8
CTV?News,http://fv2la.netboxtv.top/live/t6u5b1q4/618ab625/index.m3u8
SportNet WEST,http://fv2la.netboxtv.top/live/t6u5b1q4/8e05df31/index.m3u8
ShowCase?CA,http://fv2la.netboxtv.top/live/t6u5b1q4/230bd122/index.m3u8
SportNet?Ontario,http://fv2la.netboxtv.top/live/t6u5b1q4/78775607/index.m3u8
SportNet?One,http://fv2la.netboxtv.top/live/t6u5b1q4/20dce16c/index.m3u8
TSN3,http://fv2la.netboxtv.top/live/t6u5b1q4/eb606303/index.m3u8
TSN4,http://fv2la.netboxtv.top/live/t6u5b1q4/2cad0173/index.m3u8
TSN5,http://fv2la.netboxtv.top/live/t6u5b1q4/6cf6f04a/index.m3u8
ESPN?HD,http://fv2la.netboxtv.top/live/t6u5b1q4/3aa19b75/index.m3u8
TVO?Canada,http://fv2la.netboxtv.top/live/cjz1uzv2/d28ea92e55/index.m3u8
Documentary,http://fv2la.netboxtv.top/live/t6u5b1q4/a69eef2c/index.m3u8
NBA?TV,http://fv2la.netboxtv.top/live/t6u5b1q4/519b9812/index.m3u8
NHL?Network,http://fv2la.netboxtv.top/live/t6u5b1q4/618ab626/index.m3u8
NFL?Network,http://fv2la.netboxtv.top/live/t6u5b1q4/f38c6064/index.m3u8
WWE,http://fv2la.netboxtv.top/live/t6u5b1q4/7f4159f7/index.m3u8
Disney?XD,http://fv2la.netboxtv.top/live/t6u5b1q4/c18722e6/index.m3u8
ESPN 2,http://fv2la.netboxtv.top/live/t6u5b1q4/7b4173c4/index.m3u8
Discovery?Canada,http://fv2la.netboxtv.top/live/t6u5b1q4/05f3570c/index.m3u8
NBCSN-HD,http://fv2la.netboxtv.top/live/e95cebf9/770efe0d/index.m3u8
Nicktoons,http://fv2la.netboxtv.top/live/kwzq1rse/f04105ac/index.m3u8
OWN,http://fv2la.netboxtv.top/live/kwzq1rse/7ea67cf9/index.m3u8
Science,http://fv2la.netboxtv.top/live/e95cebf9/f2133e20/index.m3u8
SPIKE-HD,http://fv2la.netboxtv.top/live/e95cebf9/56b138b3/index.m3u8
SYFY,http://fv2la.netboxtv.top/live/kwzq1rse/9418f0ef/index.m3u8
PAC-12 Los Angeles,http://fv2la.netboxtv.top/live/e95cebf9/3f630333/index.m3u8
TNT-HD,http://fv2la.netboxtv.top/live/e95cebf9/2a81df67/index.m3u8
Velocity-HD,http://fv2la.netboxtv.top/live/kwzq1rse/c9cd649e/index.m3u8
WE-TV,http://fv2la.netboxtv.top/live/kwzq1rse/bdb51213/index.m3u8
HBOEast,http://fv2la.netboxtv.top/live/kwzq1rse/dd9c8f7c/index.m3u8
HGTV-HD,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy022/index.m3u8
HISTORY-HD,http://fv2la.netboxtv.top/live/kwzq1rse/6252dcae/index.m3u8
ID-HD,http://fv2la.netboxtv.top/live/kwzq1rse/b2418487/index.m3u8
TVLand,http://fv2la.netboxtv.top/live/kwzq1rse/2a2bd55f/index.m3u8
MLB-network,http://fv2la.netboxtv.top/live/e95cebf9/f87858cc/index.m3u8
MSNBC-HD,http://fv2la.netboxtv.top/live/e95cebf9/0bc2b894/index.m3u8
Sport TV 2,http://fv2la.netboxtv.top/live/e95cebf9/83564fb5/index.m3u8
NAT-GEO,http://fv2la.netboxtv.top/live/cjz1uzv2/08cf3dd76b/index.m3u8
NBC-Golf,http://fv2la.netboxtv.top/live/e95cebf9/a08de6dc/index.m3u8
CW-HD,http://fv2la.netboxtv.top/live/e95cebf9/0a29865d/index.m3u8
Disney-Channel,http://fv2la.netboxtv.top/live/e95cebf9/e344fab6/index.m3u8
Disney-JR,http://fv2la.netboxtv.top/live/t6u5b1q4/c4251e62/index.m3u8
DIYetwork,http://fv2la.netboxtv.top/live/e95cebf9/7ac23b5a/index.m3u8
ESPNU,http://fv2la.netboxtv.top/live/e95cebf9/7a3a9d99/index.m3u8
FOX-HD,http://fv2la.netboxtv.top/live/e95cebf9/f3b58e31/index.m3u8
FOX-Sports1,http://fv2la.netboxtv.top/live/e95cebf9/1a74fff3/index.m3u8
FOX-Sports2,http://fv2la.netboxtv.top/live/e95cebf9/55de631b/index.m3u8
ABC-NEWS,http://fv2la.netboxtv.top/live/e95cebf9/032cdec9/index.m3u8
ABC7,http://fv2la.netboxtv.top/live/e95cebf9/44a05763/index.m3u8
ACTION-MAX,http://fv2la.netboxtv.top/live/e95cebf9/85e9b499/index.m3u8
AMC-HD,http://fv2la.netboxtv.top/live/e95cebf9/20e7e39f/index.m3u8
BBC-America,http://fv2la.netboxtv.top/live/e95cebf9/aa5a2a6d/index.m3u8
BET-HD,http://fv2la.netboxtv.top/live/e95cebf9/167e6bb6/index.m3u8
BRAVO-HD,http://fv2la.netboxtv.top/live/e95cebf9/f35c701d/index.m3u8
Viceland,http://fv2la.netboxtv.top/live/e95cebf9/94305f4e/index.m3u8
CARTOON-NETWORK,http://fv2la.netboxtv.top/live/e95cebf9/712cded1/index.m3u8
CBS-HD,http://fv2la.netboxtv.top/live/e95cebf9/c6499afc/index.m3u8
CBSN-HD,http://fv2la.netboxtv.top/live/e95cebf9/5e9429e3/index.m3u8
StarzEast,http://fv2la.netboxtv.top/live/e95cebf9/1d136547/index.m3u8
3ABN Latino,http://fv2la.netboxtv.top/live/kwzq1rse/b5acc20b/index.m3u8
PBS KET,http://fv2la.netboxtv.top/live/kwzq1rse/xk86b8wz/index.m3u8

印尼,#genre#
Indonesia_tv9,http://fv2la.netboxtv.top/live/t6u5b1q4/1ydnxy23/index.m3u8
Indonesia_rodjatv,http://fv2la.netboxtv.top/live/8c33fa9b/344aeaf8/index.m3u8
Indonesia_jtv,http://fv2la.netboxtv.top/live/t6u5b1q4/1ydnxy30/index.m3u8
Indonesia_Md,http://fv2la.netboxtv.top/live/8c33fa9b/bc5b2517/index.m3u8
Indonesia_mutv,http://fv2la.netboxtv.top/live/8c33fa9b/3689743d/index.m3u8
Indonesia_CH6,http://fv2la.netboxtv.top/live/t6u5b1q4/1ydnxy03/index.m3u8
Indonesia_Bandung,http://fv2la.netboxtv.top/live/t6u5b1q4/1ydnxy33/index.m3u8
Indonesia_Al,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy018/index.m3u8
Indonesia_share,http://fv2la.netboxtv.top/live/8c33fa9b/811f45b3/index.m3u8
Indonesia_MNC,http://fv2la.netboxtv.top/live/t6u5b1q4/1ydnxy12/index.m3u8
Indonesia_Metro,http://fv2la.netboxtv.top/live/8c33fa9b/9ceef653/index.m3u8
Indonesia_Wesal,http://fv2la.netboxtv.top/live/8c33fa9b/6a4e886d/index.m3u8
Indonesia_Ruai,http://fv2la.netboxtv.top/live/8c33fa9b/88c125e9/index.m3u8
Indonesia_Puldapii,http://fv2la.netboxtv.top/live/8c33fa9b/2d639430/index.m3u8
Indonesia_TVRI,http://fv2la.netboxtv.top/live/t6u5b1q4/1ydnxy01/index.m3u8
Indonesia_Ahsan,http://fv2la.netboxtv.top/live/8c33fa9b/462cd3e2/index.m3u8

菲律宾,#genre#
CNN Philippines,http://fv2la.netboxtv.top/live/8c33fa9b/6e10f1e8/index.m3u8
Life TV Asia,http://fv2la.netboxtv.top/live/8c33fa9b/c0d6b7b0/index.m3u8
UNTV NEW,https://www.youtube.com/watch?v=nnDNIVquXyk
SKYYON,http://fv2la.netboxtv.top/live/t6u5b1q4/7ea99dfe/index.m3u8
NEWSTV,http://fv2la.netboxtv.top/live/t6u5b1q4/050044e8/index.m3u8
PHGMA7,http://fv2la.netboxtv.top/live/t6u5b1q4/d62273de/index.m3u8
PH CNN,http://fv2la.netboxtv.top/live/t6u5b1q4/5143f2c0/index.m3u8
PH PBO,http://fv2la.netboxtv.top/live/t6u5b1q4/7d71befb/index.m3u8
PH SPORT-ACTION,http://fv2la.netboxtv.top/live/t6u5b1q4/4dd98b55/index.m3u8
PTV4,http://fv2la.netboxtv.top/live/t6u5b1q4/fc324ff3/index.m3u8
ABS-CBN,http://fv2la.netboxtv.top/live/t6u5b1q4/c5fa0757/index.m3u8
A2Z channel 11,http://fv2la.netboxtv.top/live/t6u5b1q4/03333344/index.m3u8

新馬,#genre#
馬來_TV1,http://fv2la.netboxtv.top/live/t6u5b1q4/d0975502/index.m3u8
馬來_TV3,http://fv2la.netboxtv.top/live/t6u5b1q4/fe5e3f18/index.m3u8
馬來_NTV7,http://fv2la.netboxtv.top/live/t6u5b1q4/1fcfc4f0/index.m3u8
馬來_8TV,http://fv2la.netboxtv.top/live/t6u5b1q4/ca49308d/index.m3u8
馬來_9TV,http://fv2la.netboxtv.top/live/t6u5b1q4/833e1f6d/index.m3u8
CHANNEL_U,http://fv2la.netboxtv.top/live/t6u5b1q4/00xjp005/index.m3u8
CHANNEL_8,http://fv2la.netboxtv.top/live/t6u5b1q4/00xjp008/index.m3u8
CHANNEL_5,http://fv2la.netboxtv.top/live/t6u5b1q4/00xjp001/index.m3u8
全佳,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy032/index.m3u8
AEC,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy023/index.m3u8
双星,http://fv2la.netboxtv.top/live/t6u5b1q4/23d85219/index.m3u8
小太陽,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy035/index.m3u8
天映經典,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy028/index.m3u8
iQIYI HD,http://fv2la.netboxtv.top/live/8c33fa9b/amlxy039/index.m3u8
RIA,http://fv2la.netboxtv.top/live/t6u5b1q4/2c4ae4aa/index.m3u8
AWANI,http://fv2la.netboxtv.top/live/t6u5b1q4/a8362638/index.m3u8
ARENA,http://fv2la.netboxtv.top/live/t6u5b1q4/06cth045/index.m3u8
PRIMA,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy024/index.m3u8
OASIS,http://fv2la.netboxtv.top/live/t6u5b1q4/4dbac357/index.m3u8
VASANTHAM,http://fv2la.netboxtv.top/live/t6u5b1q4/00xjp007/index.m3u8
TVN,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy025/index.m3u8
BERNAMA,http://fv2la.netboxtv.top/live/t6u5b1q4/df313d65/index.m3u8
SURIA,http://fv2la.netboxtv.top/live/t6u5b1q4/c4c44bax/index.m3u8
supersport1,http://fv2la.netboxtv.top/live/t6u5b1q4/bsport48/index.m3u8
supersport2,http://fv2la.netboxtv.top/live/t6u5b1q4/bsport60/index.m3u8
supersport3,http://fv2la.netboxtv.top/live/t6u5b1q4/bsport49/index.m3u8
supersport4,http://fv2la.netboxtv.top/live/t6u5b1q4/bsport59/index.m3u8
Astro Premier League备,http://fv2la.netboxtv.top/live/t6u5b1q4/bsport48/index.m3u8
Astro Premier League 2备,http://fv2la.netboxtv.top/live/t6u5b1q4/bsport60/index.m3u8
Astro Premier League 3,http://fv2la.netboxtv.top/live/dskmxzaa/aszx21c2/index.m3u8
Astro Premier League 4,http://fv2la.netboxtv.top/live/dskmxzaa/anvfz212/index.m3u8
Astro Grandstand备,http://fv2la.netboxtv.top/live/t6u5b1q4/bsport49/index.m3u8
Astro Football,http://fv2la.netboxtv.top/live/dskmxzaa/bffdm212/index.m3u8
Astro Sports Plus ,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy044/index.m3u8
Astro Badminton,http://fv2la.netboxtv.top/live/dskmxzaa/03ix612z/index.m3u8
astro badminton 2,http://fv2la.netboxtv.top/live/8c33fa9b/vf45cb31/index.m3u8
W-Sport,http://fv2la.netboxtv.top/live/t6u5b1q4/fjeic31a/index.m3u8
bEIN Sports,http://fv2la.netboxtv.top/live/t6u5b1q4/2cad0172/index.m3u8
歡喜臺,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy030/index.m3u8
華麗臺,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy029/index.m3u8
AOD,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy061/index.m3u8
CITRA,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy016/index.m3u8
Boo-HD,http://fv2la.netboxtv.top/live/t6u5b1q4/amlxy020/index.m3u8
Okey,http://fv2la.netboxtv.top/live/t6u5b1q4/d2ac9837/index.m3u8

泰国,#genre#
Ch_3,http://fv2la.netboxtv.top/live/t6u5b1q4/dz89q2zs/index.m3u8
Ch_5,http://fv2la.netboxtv.top/live/t6u5b1q4/x5r89qez/index.m3u8
Ch_7,http://fv2la.netboxtv.top/live/t6u5b1q4/d6e89qx6/index.m3u8
Ch 8,http://fv2la.netboxtv.top/live/t6u5b1q4/05ctg009/index.m3u8
MCOT,http://fv2la.netboxtv.top/live/t6u5b1q4/o88zwq9e/index.m3u8
PPTV,http://fv2la.netboxtv.top/live/t6u5b1q4/89xdghjy/index.m3u8

越南,#genre#
VTV1 HD,http://fv2la.netboxtv.top/live/t6u5b1q4/73daa08a/index.m3u8
VTV3 HD,http://fv2la.netboxtv.top/live/t6u5b1q4/3dca8f60/index.m3u8
VTV4,http://fv2la.netboxtv.top/live/t6u5b1q4/9e97608c/index.m3u8
VTV6 HD,http://fv2la.netboxtv.top/live/t6u5b1q4/d2349005/index.m3u8
VTC1 HD,http://fv2la.netboxtv.top/live/t6u5b1q4/f68b65f8/index.m3u8
VTC3,http://fv2la.netboxtv.top/live/t6u5b1q4/2a3d9072/index.m3u8
HTV7 HD,http://fv2la.netboxtv.top/live/t6u5b1q4/11bf0517/index.m3u8
HTV9 HD,http://fv2la.netboxtv.top/live/t6u5b1q4/37d0c3c8/index.m3u8
BPTV 1 HD,http://fv2la.netboxtv.top/live/kwzq1rse/61db6a00/index.m3u8
BPTV 2 HD,http://fv2la.netboxtv.top/live/kwzq1rse/47fbbbab/index.m3u8
PTTH,http://tv.kgtv.vn/live/kgtv/kgtv.m3u8
PTTH 1,http://tv.kgtv.vn/live/kgtv1/kgtv1.m3u8
ATV HD,http://fv2la.netboxtv.top/live/t6u5b1q4/9b9d4662/index.m3u8
QPVN HD,http://fv2la.netboxtv.top/live/t6u5b1q4/dfexzb71/index.m3u8
THAIBINHTV,http://fv2la.netboxtv.top/live/t6u5b1q4/dffdcb7c/index.m3u8
Bac Kan TV,http://fv2la.netboxtv.top/live/t6u5b1q4/f68dxmzn/index.m3u8
Cà Mau TV,http://fv2la.netboxtv.top/live/t6u5b1q4/cdc4e251/index.m3u8
Da Nang TV1 HD,http://fv2la.netboxtv.top/live/t6u5b1q4/77420cad/index.m3u8
Da Nang TV2 HD,http://fv2la.netboxtv.top/live/t6u5b1q4/6d1db89c/index.m3u8
PTV,http://fv2la.netboxtv.top/live/t6u5b1q4/42964b21/index.m3u8
LA34,http://fv2la.netboxtv.top/live/kwzq1rse/c353d311/index.m3u8

新加坡,#genre#
TV2,http://fv2la.netboxtv.top/live/t6u5b1q4/303c2958/index.m3u8
ALJAZEERA,https://www.youtube.com/watch?v=-upyPouRrB8
mustikaHD,http://fv2la.netboxtv.top/live/t6u5b1q4/0b330d6b/index.m3u8

體育,#genre#
BT Sports 1 HD ,http://fv2la.netboxtv.top/live/8c33fa9b/bsport19/index.m3u8
BT Sports 2 HD ,http://fv2la.netboxtv.top/live/8c33fa9b/bsport20/index.m3u8
BT Sports 3 HD ,http://fv2la.netboxtv.top/live/8c33fa9b/bsport21/index.m3u8
Sky Sports PremierLeague,http://fv2la.netboxtv.top/live/e95cebf9/2ogiZev1/index.m3u8
Sky Action,http://fv2la.netboxtv.top/live/e95cebf9/ce17f162/index.m3u8
Sky Comedy,http://fv2la.netboxtv.top/live/e95cebf9/63a2e408/index.m3u8
Sky Disney,http://fv2la.netboxtv.top/live/e95cebf9/48b41389/index.m3u8
Sky Family,http://fv2la.netboxtv.top/live/e95cebf9/62c6cea7/index.m3u8
Sky News,http://fv2la.netboxtv.top/live/e95cebf9/da7390fe/index.m3u8
Sky Premiere,http://fv2la.netboxtv.top/live/e95cebf9/e90469f2/index.m3u8
Sky ScFi Horror,http://fv2la.netboxtv.top/live/e95cebf9/9b15f3d1/index.m3u8
Sky Showcase,http://fv2la.netboxtv.top/live/e95cebf9/40611261/index.m3u8
Sky Sports Mix,http://fv2la.netboxtv.top/live/e95cebf9/71929d26/index.m3u8
Bein_Sport_1,http://fv2la.netboxtv.top/live/e95cebf9/8027ea12/index.m3u8
Bein_Sport_2,http://fv2la.netboxtv.top/live/e95cebf9/58ef8b5d/index.m3u8
Bein_Sport_3,http://fv2la.netboxtv.top/live/e95cebf9/9d6073b9/index.m3u8
Bein_Sport_4,http://fv2la.netboxtv.top/live/e95cebf9/b1f2f413/index.m3u8
Bein_Sport_5,http://fv2la.netboxtv.top/live/e95cebf9/afd88bfa/index.m3u8
Bein_Sport_6,http://fv2la.netboxtv.top/live/e95cebf9/4f7caf00/index.m3u8
Bein_Sport_7,http://fv2la.netboxtv.top/live/e95cebf9/774149fe/index.m3u8
Bein_Sport_8,http://fv2la.netboxtv.top/live/e95cebf9/d672d26d/index.m3u8
Sky Sports MainEvent,http://fv2la.netboxtv.top/live/e95cebf9/109fa63e/index.m3u8

新聞,#genre#
Bloomberg,https://www.youtube.com/watch?v=dp8PhLsUcFE
非凡商業,http://fv2la.netboxtv.top/live/kwzq1rse/1b1653b5/index.m3u8
三立新聞,https://www.youtube.com/watch?v=z4rcnQk6KAc
CNN HD,http://fv2la.netboxtv.top/live/e95cebf9/3d33f845/index.m3u8
France 24(English),https://www.youtube.com/watch?v=jKWsY1tt8qw
DW-TV,https://www.youtube.com/watch?v=4nSZPqJfC_I

📺VPN直播频道,#genre#
黃島主→大陆,#genre#
CCTV-1 综合 ᴴᴰ,http://l.freetv.sh:8443/s/AeHULg-4-DrazEjPhTS_5jRQsyw9nxZkWxoO9nNQsD54qldc24oZjiZUdlJD1Snf84XIj3raLwrtXuSBk6Km0hJACQR0pu2_IsxSPbGHAc-T5o0ocCF8biDDZHeDgn8fdS5HeF-3_ohMPQMaanU8eZcVPQ1TdBrKcJMhVBDKNw4QURuvT1ST7-hHwd9gQhGdSzVpkWIoUlK5tP2xwRmPEJ5pWVNxh4asrftPx2A90nWzs-EMxmbQ_6282K_4t1bpVYfkVeWfaCdpDYbqbS0Tvb3IXIuxOG7tYFTjt9llGIh3osYX_E0N-4w.m3u8
CCTV-2 财经 ᴴᴰ,http://l.freetv.sh:8443/s/AXHA-Oy4NHfRpAyEYrfryNs3yJht3fgIRH9CE2qsrysF5a3rKJ6HeXvMLZjz3ShugoHHilMVTZzyq42X6Jg2UM-S9QFb0WUiCuPRqfcXz2hEJMbWz3lXX-iZKwiK27v5sjmbMhPyAjb76H7dum0EZ75ZNEc1q25A47q5tPv2wNzCZ15ktsiiTKTcUcGHoS66UsdR0JzJghNm7IhzHdH-3KOxOMHLQeAxDSnDjnenR5Lbt5tIh28_zIJJ42v1NmJ8-kRwSPRBB-O7TSD2GncRvqiDqJ9ME4zd09nByMlKB2T6DYdDxjowQ_g.m3u8
CCTV-3 综艺 ᴴᴰ,http://l.freetv.sh:8443/s/AXi921u0FtBr1stj2Waw0SykakZMaVNzRmEBDMGTlnpsev4-pAwUw6BiJITuXW-aYhO-q6r0WF9lk77OKGp5LgHynNSTmK643Mn7ht9KBzpvIh_y1pdw5Po4uMiCgdsDfruIOzXleSiPX30luv1_AociZ96rowSx7pq2szDV5bx6RxppYZBwoE89h1Ficzb2ywYzw0enRYcgeHts9DyyjMD9wKWtoGet1WYRxWwfP20qWZQGN42QxXeec9ToKdL8y16d6FoUp61numiZn4mdLPiRTtJ5OVEM72AC-D2t8S_O3bnHbGABh6I.m3u8
CCTV-4 国际 ᴴᴰ,http://l.freetv.sh:8443/s/Af_3jblPaIzaZXo60ZAPUMvwYh66ttLuI8eIGkg9-3IY-R407rwq2tAjrZPZkz36jiqlFuxiruQcfmoPZwQ0C1VnH2DztQLjGevcCO1ibuGSR-77EsVUZfD6aD5yIQRW2O484lArn-yxkFDOrW1k07HkTj7G5p6yiQmFHPPx_qWHQncgbfn9Ge4GWfMgSefkAINpBuNUdCpsKbfLfRwAchme72ZGsuaqm_Bo1Y-HaY8NJRsFJSaYkHoCWKRIM_oQmVGd7SfgWENbXnFI-_pvEcNrbH4k_d72kmbxOZT8ImXiJ_-BGmzjaLl0NQ.m3u8
CCTV-5 体育 ᴴᴰ,http://l.freetv.sh:8443/s/AeVuTmIjZs6WYUCtbbrWNAGhsTcoIIucSBkIwZMsvmhEzHMxCAFPhLAktN7ruJo37zHLFxsvDPhYntF8wxMoMxIowl_HfkJPn-yKi3UVbyEpfnDVfwfhEZ2uVukmQp__w8KqccFD_S-pj9xChb-56BY6IBNUOhcYhxBEa7SZjMHOIn48LT2G4STL-D69hLyV1gxlk36ouXxZ7-eu-Fe8zV07SwBLBBPOYbEF6IjcqcjpSZayVvSvLjk0qkiKJJE6v1k3w77vYIcZNNGNwd6TUsQOKyRqGJkXyRMQzu5mkJAmZuowJLvtR_E.m3u8
CCTV-5+体育赛事 ᴴᴰ,http://l.freetv.sh:8443/s/ASGXiGuYXXXQUDaFKnyzjYl-heVG8ebiq3yBOFyifVBDEjZ5ywWuDphWR7-LvQc5sw0HpE8pv5RUQHd3fg0_k7mUkKFGLa8tWUv3grukOYxwQbcxtyGlRqIkofokPccjVpAAuqIYOtW7c1QorpQNZh8RLFNe4WNn57pvjLzLKtGhWpdZNU_Dbei94kX2yQOCB48fcZaGslUj5UxeqyYw1R1MFNseKJnRr6mJ1trH9PoR8F_jwHjzVT7CyCQYDFxU9rf6SGVHfUBOu5N-pUJt-dCWeRTnGE6gAzS7QEgei0y4F1H1WZ82Ztc.m3u8
