# 这是本地源列表，一行一个源，格式为：频道名称,接口地址
# 支持设置白名单：接口后添加$!
# The local source list, one line per source, format: channel name, interface address
# Support setting whitelist: add $! after the interface

☘️国产色情,#genre#
一本道_304,https://vip4.ddyunbo.com/20190918/PEhQHMj2/index.m3u8
一本道_306,https://vip4.ddyunbo.com/20191130/c6PcG5MJ/index.m3u8
一本道_307,https://vip4.ddyunbo.com/20191211/ch4KRvFi/index.m3u8
一本道_308,https://vip4.ddyunbo.com/20191208/9twDrLY8/index.m3u8
一本道_309,https://vip4.ddyunbo.com/20191111/DlyNFtz9/index.m3u8
一本道_310,https://vip4.ddyunbo.com/20191106/yFE2T1bI/index.m3u8
一本道_311,https://vip4.ddyunbo.com/20191128/0UFCYn1m/index.m3u8
一本道_312,https://vip4.ddyunbo.com/20190724/6R2vmRcq/index.m3u8
一本道_314,https://vip4.ddyunbo.com/20191112/xgfe7yP7/index.m3u8
一本道_317,https://vip4.ddyunbo.com/20191211/mKHj4MjF/index.m3u8
一本道_318,https://vip4.ddyunbo.com/20191209/gOW71wsS/index.m3u8
一本道_319,https://vip4.ddyunbo.com/20191001/LrwArd97/index.m3u8
一本道_335,https://vip4.ddyunbo.com/20210626/UMA1e0H4/index.m3u8
一本道_336,https://vip4.ddyunbo.com/20210626/A2dGVy5a/index.m3u8
一本道_337,https://vip4.ddyunbo.com/20210626/I6HW1lPD/index.m3u8
一本道_339,https://vip4.ddyunbo.com/20210626/L4c9Q0Mw/index.m3u8
一本道_340,https://vip4.ddyunbo.com/20210523/adSLcr5u/index.m3u8
一本道_341,https://vip4.ddyunbo.com/20210610/TGBrJEHJ/index.m3u8
一本道_344,https://vip4.ddyunbo.com/20210619/3KvERjbU/index.m3u8
一本道_354,https://vip4.ddyunbo.com/20210610/RrSUX6KV/index.m3u8
一本道_359,https://vip4.ddyunbo.com/20210626/Z5K4lMMI/index.m3u8
一本道_373,https://vip4.ddyunbo.com/20210626/JXkUNpq5/index.m3u8
一本道_395,https://vip4.ddyunbo.com/20210626/yasWpN6k/index.m3u8
一本道_396,https://vip4.ddyunbo.com/20210210/IjSENz6s/index.m3u8?skipl=1
一本道_397,https://vip4.ddyunbo.com/20210209/dEzJjeSU/index.m3u8?skipl=1
一本道_399,https://vip4.ddyunbo.com/20210208/uWwFdRB7/index.m3u8?skipl=1
一本道_400,https://vip4.ddyunbo.com/20210208/EZRbwZn4/index.m3u8?skipl=1
一本道_401,https://vip4.ddyunbo.com/20210207/Lyhqjp3z/index.m3u8?skipl=1
一本道_402,https://vip4.ddyunbo.com/20210203/DYtc79vE/index.m3u8?skipl=1
一本道_403,https://vip4.ddyunbo.com/20210202/cy0urBhD/index.m3u8?skipl=1
一本道_404,https://vip4.ddyunbo.com/20210202/cOf9FXgF/index.m3u8?skipl=1
一本道_405,https://vip4.ddyunbo.com/20210202/jnSPf5L7/index.m3u8?skipl=1
一本道_406,https://vip4.ddyunbo.com/20210202/6wLYbWPq/index.m3u8?skipl=1

🔞亚洲无码,#genre#
FC2PPV-1226584,https://aosikazy12.com/20220929/Y3kiFgyI/index.m3u8
FC2PPV-1226584,https://vod3.ttbfp5.com/20230403/6MEOTpkY/index.m3u8
FC2PPV-1235209,https://aosikazy12.com/20220929/cejBtTpH/index.m3u8
Carib 041210-345,https://aosikazy12.com/20220929/iqUTZL9A/index.m3u8
Carib 122819-001,https://vip1.slbfsl.com/20220818/muZFQwbr/index.m3u8
Carib 122819-001,https://aosikazy12.com/20220929/7dcRQciZ/index.m3u8
Carib 122819-001,https://vod3.ttbfp5.com/20230402/tfPSfZZ0/index.m3u8
Caribpr 040710-341 草凪純 ハメタク３?特別編集版?,https://vip1.slbfsl.com/20220818/CosC4oYf/index.m3u8
Caribpr 040710-341 草凪純 ハメタク３?特別編集版?,https://aosikazy12.com/20220929/AoUHqOJz/index.m3u8
FC2PPV-1233512 ,https://aosikazy12.com/20220929/cTOx9X8F/index.m3u8
FC2PPV-1226620,https://vip1.slbfsl.com/20220818/kBbmLn4y/index.m3u8
FC2PPV-1226620,https://aosikazy12.com/20220929/RRvqSCzZ/index.m3u8
FC2PPV-1234565,https://vip1.slbfsl.com/20220818/ZfYfH9C6/index.m3u8
FC2PPV-1234565,https://aosikazy12.com/20220929/9wkupPdS/index.m3u8
FC2PPV-1234565,https://vod3.ttbfp5.com/20230409/mBYj4GQf/index.m3u8
Carib 050310-364 アンダーヘアサロン File.1,https://aosikazy12.com/20220929/4G1vjG8V/index.m3u8
Carib 041010-344 青山ゆい 着ハメキャンディ File.016,https://vip1.slbfsl.com/20220818/G8xaGLd7/index.m3u8
Carib 041010-344 青山ゆい 着ハメキャンディ File.016,https://aosikazy12.com/20220929/bNIV0MmE/index.m3u8
FC2PPV-1244095,https://vip1.slbfsl.com/20220818/BN5TvwMw/index.m3u8
FC2PPV-1244095,https://aosikazy12.com/20220929/CERN3y68/index.m3u8
FC2PPV-1233604,https://vip1.slbfsl.com/20220818/jqKkWyyd/index.m3u8
FC2PPV-1233604,https://aosikazy12.com/20220929/t8ohaxz8/index.m3u8
FC2PPV-1244176,https://vod3.ttbfp5.com/20230411/Y7V2ZBik/index.m3u8
FC2PPV-1244083,https://vip1.slbfsl.com/20220818/iOoPY6MR/index.m3u8
FC2PPV-1244083,https://aosikazy12.com/20220929/pXewETjV/index.m3u8
FC2PPV-1233280,https://vip1.slbfsl.com/20220818/KgBwuuXd/index.m3u8
FC2PPV-1233280,https://aosikazy12.com/20220929/B1EpeDn4/index.m3u8
FC2PPV-1244053,https://vip1.slbfsl.com/20220818/OIBBm9oz/index.m3u8
FC2PPV-1244053,https://aosikazy12.com/20220929/XyAe9nMa/index.m3u8
FC2PPV-1243939,https://vip1.slbfsl.com/20220818/9imKQSIQ/index.m3u8
FC2PPV-1243939,https://aosikazy12.com/20220929/Eh6SlwaI/index.m3u8
Carib 040410-339 鈴木ありさ THE 未公開,https://vip1.slbfsl.com/20220818/KWTP14NJ/index.m3u8
Carib 040410-339 鈴木ありさ THE 未公開,https://aosikazy12.com/20220929/L6edNzE1/index.m3u8
FC2PPV-1233100 （モザイク有り）,https://aosikazy12.com/20220929/91cycSZd/index.m3u8
FC2PPV-1230185,https://aosikazy12.com/20220929/jcDj53ii/index.m3u8
FC2PPV-1231059,https://aosikazy12.com/20220929/43uZvTqd/index.m3u8
FC2PPV-1230596,https://vip1.slbfsl.com/20220818/3GWCglie/index.m3u8
FC2PPV-1230596,https://aosikazy12.com/20220929/btvSlCZQ/index.m3u8
FC2PPV-1231680,https://aosikazy12.com/20220929/hLCWKAzS/index.m3u8
FC2PPV-1231680,https://vod3.ttbfp5.com/20230406/J2VdAAlf/index.m3u8
FC2PPV-1243928,https://vip1.slbfsl.com/20220818/LiZyy6lS/index.m3u8
FC2PPV-1243928,https://aosikazy12.com/20220929/tAFXpH7T/index.m3u8
FC2PPV-1243463,https://aosikazy12.com/20220929/jIcE7IJX/index.m3u8
FC2PPV-1243463,https://vod3.ttbfp5.com/20230410/YbYuCKBO/index.m3u8
FC2PPV-1209497,https://vip1.slbfsl.com/20220818/An4CkRkC/index.m3u8
FC2PPV-1209497,https://aosikazy12.com/20220929/fZRAfak2/index.m3u8
FC2PPV-1234159,https://vip1.slbfsl.com/20220818/z1FkVV7t/index.m3u8
FC2PPV-1234159,https://aosikazy12.com/20220929/P1m6seTJ/index.m3u8
FC2PPV-1235208,https://vip1.slbfsl.com/20220818/wKqrwRYW/index.m3u8
FC2PPV-1235208,https://aosikazy12.com/20220929/rj4PbLyx/index.m3u8
FC2PPV-1235208,https://vod3.ttbfp5.com/20230409/30J30YY5/index.m3u8
FC2PPV-1233127,https://vip1.slbfsl.com/20220818/eOBgHfNC/index.m3u8
FC2PPV-1233127,https://aosikazy12.com/20220929/xzqHbBbx/index.m3u8
FC2PPV-1244192,https://vip1.slbfsl.com/20220818/xJpsYKK4/index.m3u8
FC2PPV-1244192,https://aosikazy12.com/20220929/WTtT2ICa/index.m3u8
Carib 011320-001,https://aosikazy12.com/20220929/qBfKIGlH/index.m3u8
FC2PPV-1244023-B,https://vip1.slbfsl.com/20220818/iSqGqMOq/index.m3u8
FC2PPV-1244023-B,https://aosikazy12.com/20220929/F0gsM3Hk/index.m3u8
FC2PPV-1244888,https://aosikazy12.com/20220929/mzDq7pSr/index.m3u8
FC2PPV-1244023-A,https://aosikazy12.com/20220929/QfdZvXZs/index.m3u8
FC2PPV-1244023-A,https://vod3.ttbfp5.com/20230410/9CcaVMO5/index.m3u8
FC2PPV-1227537,https://aosikazy12.com/20220929/99uaLZEd/index.m3u8
Carib 041410-347 沢井真帆 THE 未公開,https://vip1.slbfsl.com/20220818/HLkXJd7o/index.m3u8
Carib 041410-347 沢井真帆 THE 未公開,https://aosikazy12.com/20220929/jt2OURx0/index.m3u8
FC2PPV-1245021,https://aosikazy12.com/20220929/poMR0VKC/index.m3u8
FC2PPV-1233392,https://vip1.slbfsl.com/20220818/4sh8OxxN/index.m3u8
FC2PPV-1233392,https://aosikazy12.com/20220929/rJT4uh5c/index.m3u8
FC2PPV-1226815,https://aosikazy12.com/20220929/w5Xj9i4P/index.m3u8
Carib 072310-434 乙井なずな 僕のペットは,https://vip1.slbfsl.com/20220818/dd2WHOoX/index.m3u8
Carib 072310-434 乙井なずな 僕のペットは,https://aosikazy12.com/20221002/NpSBmjkm/index.m3u8
Carib 072310-434 乙井なずな 僕のペットは,https://vod3.ttbfp5.com/20230401/kmlhYsTX/index.m3u8
HAMESAMURAI0210 ２本入りサービスパック?期間限定配信ですVol.10,https://vip1.slbfsl.com/20220818/MSCkJtkz/index.m3u8
HAMESAMURAI0210 ２本入りサービスパック?期間限定配信ですVol.10,https://aosikazy12.com/20221002/9KpYlXnx/index.m3u8
FC2PPV-1264353,https://vip1.slbfsl.com/20220818/C84H3d0W/index.m3u8
FC2PPV-1264353,https://aosikazy12.com/20221002/wAKRUh2r/index.m3u8
Carib 072410-435 神崎るな カリビアンキューティー Vol.14,https://vip1.slbfsl.com/20220818/WZxDkttg/index.m3u8
Carib 072410-435 神崎るな カリビアンキューティー Vol.14,https://aosikazy12.com/20221002/lEhhYPMp/index.m3u8
Carib 072610-436 高瀬沙耶香 熟,https://vip1.slbfsl.com/20220818/Vt8HXiZQ/index.m3u8
Carib 072610-436 高瀬沙耶香 熟,https://aosikazy12.com/20221002/yDDTRArH/index.m3u8
FC2PPV-1265930 【初撮り】ムッチリGカップ 即イキツルマンもなちゃんと生ハメSEX,https://aosikazy12.com/20221002/9JX0ZUul/index.m3u8
FC2PPV-1260163 ☆初撮り☆完全顔出し☆スベスベお肌に最高の抱き心地?M気質のご奉仕大好きもかちゃんとラブラブエッチでたっぷりおま○こ汚してあげました！【ZIP付】,https://vip1.slbfsl.com/20220818/EwMuaeOp/index.m3u8
FC2PPV-1260163 ☆初撮り☆完全顔出し☆スベスベお肌に最高の抱き心地?M気質のご奉仕大好きもかちゃんとラブラブエッチでたっぷりおま○こ汚してあげました！【ZIP付】,https://aosikazy12.com/20221002/RYtrwlCU/index.m3u8
FC2PPV-1272414 結構有名なところでやってしまったためか,https://aosikazy12.com/20221002/fPH12wYV/index.m3u8
FC2PPV-1273728,https://aosikazy12.com/20221002/Iicmd4ok/index.m3u8
FC2PPV-1273699 貸出し,https://vip1.slbfsl.com/20220818/1PfbFWpI/index.m3u8
FC2PPV-1273699 貸出し,https://aosikazy12.com/20221002/sFXVhLWH/index.m3u8
FC2PPV-1271635 【生ドル?未修正】矢〇亜希子激似が声を我慢して本気汁ダク生ハメ２連発!!,https://vip1.slbfsl.com/20220818/oMYV4pWn/index.m3u8
FC2PPV-1271635 【生ドル?未修正】矢〇亜希子激似が声を我慢して本気汁ダク生ハメ２連発!!,https://aosikazy12.com/20221002/F3VmmoMv/index.m3u8
パパの言うことなら何でも聞くよ,https://vip2.slbfsl.com/20230330/cLTWN31a/index.m3u8
パシオン?アモローサ ～愛する情熱 9～,https://vip2.slbfsl.com/20230331/E4rKi9vD/index.m3u8
パシオン?アモローサ ?愛する情熱 7?,https://vip2.slbfsl.com/20230331/ggHwX8YL/index.m3u8
パイパン娘が面接に来たから体験撮影で即ハメ生中出し,https://vip2.slbfsl.com/20230331/od4AUxII/index.m3u8
マン筋際立つぱっつぱつの競泳水着,https://vip2.slbfsl.com/20230402/5aJvcy0n/index.m3u8
まんチラの誘惑 ?寝顔がキュートな友達のママ?,https://vip2.slbfsl.com/20230402/r8L5uBWJ/index.m3u8
みっちりセックス～たくさんキスしてほしい！,https://vip2.slbfsl.com/20230402/7Iu6ZYUO/index.m3u8
メガネ外したら更にロリカワユス！,https://vip2.slbfsl.com/20230402/KY9kzGCF/index.m3u8
モデルコレクション ポップ,https://vip2.slbfsl.com/20230403/uuXu7K6p/index.m3u8
モデルコレクション エレガンス,https://vip2.slbfsl.com/20230403/Wzkay0AH/index.m3u8
もぞもぞ布団の中で,https://vip2.slbfsl.com/20230403/HtmCB1vy/index.m3u8
をオモチャ責め,https://vip2.slbfsl.com/20230404/01J7WImo/index.m3u8
奥様は卑猥な共犯者,https://vip2.slbfsl.com/20230404/O6eHkyUR/index.m3u8
奥さん、今はいてる下着を買い取らせて下さい,https://vip2.slbfsl.com/20230404/jbgF0EZ8/index.m3u8
ロリ顔＆ロリ体型の黒髪ＪＤ18歳が,https://vip2.slbfsl.com/20230404/EbL66Yke/index.m3u8
不倫はダメだって世間は言うけど会いたかったから来ちゃった～,https://vip2.slbfsl.com/20230406/LWsowW9I/index.m3u8
朝ゴミ出しする近所の遊び好きノーブラ奥さ,https://vip2.slbfsl.com/20230407/qOPkoxQK/index.m3u8
朝と夜に隙間がある場合は、すぐに挿入してください?怒りの波がオリジナルスタイルのオリジナルモデルに継続的に挿入されます！,https://vip2.slbfsl.com/20230407/C66POgiT/index.m3u8
大きな喘ぎ聲が特徴,https://vip2.slbfsl.com/20230408/2Hur94gF/index.m3u8
初出勤の無知なデリヘル嬢に中出しまでしちゃいました ~,https://vip2.slbfsl.com/20230408/IbyZvvZu/index.m3u8
初裏 Debut Vol.10,https://vip2.slbfsl.com/20230408/zAru6ULS/index.m3u8
従順なスク水娘にイタズラしちゃお,https://vip2.slbfsl.com/20230408/QMfdBeAc/index.m3u8
大興奮?びしょ濡れマンコに生ハメ中出し,https://vip2.slbfsl.com/20230409/rJXKmrjn/index.m3u8
地雷系アニメ声のむっちり娘に目隠し手足拘束,https://vip2.slbfsl.com/20230409/gVklTNS7/index.m3u8
當我看著他睡過頭時，真的很想做愛,https://vip2.slbfsl.com/20230409/41hncidD/index.m3u8
旦那とのセックス不足で欲求不満炸裂,https://vip2.slbfsl.com/20230409/3beBTO3u/index.m3u8
到東京熱,https://vip2.slbfsl.com/20230409/4A3yJtng/index.m3u8
読者モデルのスケスケ水着調教,https://vip2.slbfsl.com/20230410/i6Zo4I8G/index.m3u8
働きウーマン ～社長と密会アフター5,https://vip2.slbfsl.com/20230410/XqiMj5tm/index.m3u8
非常敏感的身體,https://vip2.slbfsl.com/20230411/5zn6VQlP/index.m3u8
放尿大好きな変態娘,https://vip2.slbfsl.com/20230411/xc55hGfb/index.m3u8
関〇外〇大学3年生、海外留学のためパパ活,https://vip2.slbfsl.com/20230412/FzgiV8dL/index.m3u8
何でも言うことを聞いちゃいます,https://vip2.slbfsl.com/20230413/Qs7eC5zZ/index.m3u8
回春エステで僕の勃起が止まらない,https://vip2.slbfsl.com/20230414/QHF563G5/index.m3u8
歡迎來到豪華香皂,https://vip2.slbfsl.com/20230414/0OaNQ0p0/index.m3u8
積極的なオンナ,https://vip2.slbfsl.com/20230414/V7I2GGJi/index.m3u8
即ハメさせてもらいます！,https://vip2.slbfsl.com/20230414/aC4vPn2j/index.m3u8
結婚生活はうまくいっているけれど、,https://vip2.slbfsl.com/20230415/RSp2pn9f/index.m3u8
今日は俺の誕生日だからプレゼントに中出ししていい？,https://vip2.slbfsl.com/20230415/6lR5y7D0/index.m3u8
今日のために綺麗に剃ってきました～,https://vip2.slbfsl.com/20230415/TV5VyE6L/index.m3u8
結婚３年の真緒さんの、自他共に認めるいい,https://vip2.slbfsl.com/20230415/h95CMnNZ/index.m3u8
今回のアマチュアハメ,https://vip2.slbfsl.com/20230415/W5LBMlYf/index.m3u8
就活ストレスはセックスで解消！！,https://vip2.slbfsl.com/20230416/c1TaSLkv/index.m3u8
就職活動,https://vip2.slbfsl.com/20230416/O0JpOhUs/index.m3u8
精子は飲むものだと元カレに調教されま,https://vip2.slbfsl.com/20230416/OAIZYX2r/index.m3u8
久しぶりのセックスで、抑えていた慾望が,https://vip2.slbfsl.com/20230416/vfnOnP1Q/index.m3u8
可愛い笑顔とＦカップが魅力,https://vip2.slbfsl.com/20230417/y0LpQcyL/index.m3u8
可愛すぎるパイパンエンジェル,https://vip2.slbfsl.com/20230417/yPW2pC6I/index.m3u8
恐怖で震えながら強制連続中出し。,https://vip2.slbfsl.com/20230417/NVITp81V/index.m3u8
可愛いママ友に魅かれて,https://vip2.slbfsl.com/20230417/IacWvSc8/index.m3u8
流出版-いつでも挿れ放題な催眠,https://vip2.slbfsl.com/20230418/qGTTAU0e/index.m3u8
流出版-川上奈々美無碼流出,https://vip2.slbfsl.com/20230418/uSGccKt7/index.m3u8
両穴を餌に誘惑してくる近所の奥さん,https://vip2.slbfsl.com/20230418/etJ7qYBw/index.m3u8
流出版-大橋優子無碼流出,https://vip2.slbfsl.com/20230418/KXcOJc28/index.m3u8
豊満ムラムラ美ボディガール,https://vip2.slbfsl.com/20230418/xYPhVUeJ/index.m3u8
流出版-土屋鈴無碼流出,https://vip2.slbfsl.com/20230419/DDaQtCFN/index.m3u8
炉輪カン校内暴行妊娠汁,https://vip2.slbfsl.com/20230419/ld5D7chj/index.m3u8
流出版-小野寺梨紗無碼流出,https://vip2.slbfsl.com/20230419/X2DCy0vR/index.m3u8
流出版-音梓無碼流出2,https://vip2.slbfsl.com/20230419/d9IWkwNA/index.m3u8
流出版-音梓無碼流出1,https://vip2.slbfsl.com/20230419/rY7FxjsA/index.m3u8
流出版-陽田まり無碼流出,https://vip2.slbfsl.com/20230419/vMdkUeLX/index.m3u8
美BODYに膣内暴発-Part 1,https://vip2.slbfsl.com/20230420/jTDzqNUh/index.m3u8
美BODYに膣内暴発-Part 2,https://vip2.slbfsl.com/20230420/QxQzbTSd/index.m3u8
秘蔵マンコセレクション2,https://vip2.slbfsl.com/20230421/lt11BPbq/index.m3u8
奶牛位置,https://vip2.slbfsl.com/20230421/ddpHZ2A7/index.m3u8
模型集合,https://vip2.slbfsl.com/20230421/FzB2ETjj/index.m3u8
模特的集合,https://vip2.slbfsl.com/20230421/jXtbHqut/index.m3u8
苗條的秀麗,https://vip2.slbfsl.com/20230421/ACRIKFyD/index.m3u8


